ID,BLAST_Name,BLAST_%,Phylum,Class,Order,Family,Genus,BOLD_Species,BOLD_%,Hits_Count,Status
1032-554,"Cheyletus malaccensis isolate h33 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial<>Cheyletus malaccensis haplotype 40 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",97.561,,,,,,,,,Reliable
1032-554,"Cheyletus malaccensis isolate h32 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial<>Cheyletus malaccensis haplotype 45 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",97.561,,,,,,,,,Reliable
1032-554,"Cheyletus malaccensis isolate h31 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial<>Cheyletus malaccensis haplotype 38 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",97.561,,,,,,,,,Reliable
1032-554,"Cheyletus malaccensis isolate h30 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial<>Cheyletus malaccensis haplotype 33 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",97.561,,,,,,,,,Reliable
1032-554,"Cheyletus malaccensis isolate h29 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial<>Cheyletus malaccensis haplotype 12 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",97.561,,,,,,,,,Reliable
1032-554,"Cheyletus malaccensis isolate h28 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial<>Cheyletus malaccensis haplotype 31 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",97.561,,,,,,,,,Reliable
1032-554,"Cheyletus malaccensis isolate h27 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial<>Cheyletus malaccensis haplotype 37 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",97.561,,,,,,,,,Reliable
1032-554,"Cheyletus malaccensis isolate h26 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial<>Cheyletus malaccensis haplotype 36 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",97.561,,,,,,,,,Reliable
1032-554,"Cheyletus malaccensis isolate h25 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial<>Cheyletus malaccensis haplotype 50 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",97.561,,,,,,,,,Reliable
1032-554,"Cheyletus malaccensis isolate h24 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial<>Cheyletus malaccensis haplotype 49 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",97.561,,,,,,,,,Reliable
1032-554,"Cheyletus malaccensis isolate h23 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial<>Cheyletus malaccensis haplotype 30 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",97.561,,,,,,,,,Reliable
1032-554,"Cheyletus malaccensis isolate h22 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial<>Cheyletus malaccensis haplotype 28 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",97.561,,,,,,,,,Reliable
1032-554,"Cheyletus malaccensis isolate h21 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial<>Cheyletus malaccensis haplotype 10 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",97.561,,,,,,,,,Reliable
1032-554,"Cheyletus malaccensis isolate h20 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial<>Cheyletus malaccensis haplotype 7 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",97.561,,,,,,,,,Reliable
1032-554,"Cheyletus malaccensis isolate h19 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial<>Cheyletus malaccensis haplotype 4 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",97.561,,,,,,,,,Reliable
1032-554,"Cheyletus malaccensis isolate h18 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial<>Cheyletus malaccensis haplotype 24 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",97.561,,,,,,,,,Reliable
1032-554,"Cheyletus malaccensis isolate h17 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial<>Cheyletus malaccensis haplotype 8 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",97.561,,,,,,,,,Reliable
1032-554,"Cheyletus malaccensis isolate h16 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial<>Cheyletus malaccensis haplotype 23 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",97.561,,,,,,,,,Reliable
1032-554,"Cheyletus malaccensis isolate h15 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial<>Cheyletus malaccensis haplotype 22 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",97.561,,,,,,,,,Reliable
1032-554,"Cheyletus malaccensis isolate h14 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial<>Cheyletus malaccensis haplotype 21 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",97.561,,,,,,,,,Reliable
1032-554,"Cheyletus malaccensis isolate h13 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial<>Cheyletus malaccensis haplotype 1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",97.561,,,,,,,,,Reliable
1032-554,"Cheyletus malaccensis isolate h11 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial<>Cheyletus malaccensis haplotype 5 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",97.561,,,,,,,,,Reliable
1032-554,"Cheyletus malaccensis isolate h10 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial<>Cheyletus malaccensis haplotype 14 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",97.561,,,,,,,,,Reliable
1032-554,"Cheyletus malaccensis isolate h9 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial<>Cheyletus malaccensis haplotype 20 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",97.561,,,,,,,,,Reliable
1032-554,"Cheyletus malaccensis isolate h8 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial<>Cheyletus malaccensis haplotype 19 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",97.561,,,,,,,,,Reliable
1032-554,"Cheyletus malaccensis isolate h7 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial<>Cheyletus malaccensis haplotype 18 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",97.561,,,,,,,,,Reliable
1032-554,"Cheyletus malaccensis isolate h6 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial<>Cheyletus malaccensis haplotype 11 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",97.561,,,,,,,,,Reliable
1032-554,"Cheyletus malaccensis isolate h5 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial<>Cheyletus malaccensis haplotype 2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",97.561,,,,,,,,,Reliable
1032-554,"Cheyletus malaccensis isolate h4 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial<>Cheyletus malaccensis haplotype 17 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",97.561,,,,,,,,,Reliable
1032-554,"Cheyletus malaccensis isolate h3 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial<>Cheyletus malaccensis haplotype 16 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",97.561,,,,,,,,,Reliable
1032-554,"Cheyletus malaccensis isolate h2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial<>Cheyletus malaccensis haplotype 15 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",97.561,,,,,,,,,Reliable
1032-554,"Cheyletus malaccensis isolate h1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial<>Cheyletus malaccensis haplotype 9 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",97.561,,,,,,,,,Reliable
1032-554,"Cheletomorpha lepidopterorum cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",97.561,,,,,,,,,Reliable
1032-554,"Turris cryptorrhaphe isolate 1016 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",100.0,,,,,,,,,Reliable
1032-554,"Cheyletus malaccensis cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial<>Cheyletus malaccensis isolate h12 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial<>Cheyletus malaccensis haplotype 6 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",97.561,,,,,,,,,Reliable
1032-554,"Orthoconchoecia secernenda voucher Os016.1.2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",97.561,,,,,,,,,Reliable
1032-554,"Rakaia antipodiana isolate MONZ cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",100.0,,,,,,,,,Reliable
1032-554,"Asplanchna sp. SHDT150819 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",97.561,,,,,,,,,Reliable
1032-554,"Serratella ignita voucher IBSAS-BC3125 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",100.0,,,,,,,,,Reliable
1032-554,"Serratella ignita voucher IBSAS-BC3425 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",100.0,,,,,,,,,Reliable
1032-554,"Serratella ignita voucher IBSAS-BC3124 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",100.0,,,,,,,,,Reliable
104-8714,"Uncultured zooplankton clone 22_171 cytochrome c oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",98.704,,,,,,,,,Reliable
104-8714,"Uncultured zooplankton clone 22_171 cytochrome c oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",97.067,,,,,,,,,Reliable
104-8714,"Melosira varians isolate 1681-4 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",98.0,,,,,,,,,Reliable
104-8714,"Melosira varians isolate 1681-1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",98.0,,,,,,,,,Reliable
104-8714,"Melosira varians isolate 1681-5 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",97.0,,,,,,,,,Reliable
104-8714,"Arthropoda environmental sample clone HENBPVM09FSRUT1 cytochrome c oxidase 1-like gene, partial sequence; mitochondrial",98.423,,,,,,,,,Reliable
104-8714,"Arthropoda environmental sample clone HENBPVM09FSRUT1 cytochrome c oxidase 1-like gene, partial sequence; mitochondrial",97.81,,,,,,,,,Reliable
104-8714,"Arthropoda environmental sample clone HENBPVM09FS2ZF1 cytochrome c oxidase 1-like gene, partial sequence; mitochondrial",98.408,,,,,,,,,Reliable
104-8714,"Arthropoda environmental sample clone HENBPVM09FS2ZF1 cytochrome c oxidase 1-like gene, partial sequence; mitochondrial",97.786,,,,,,,,,Reliable
104-8714,"Arthropoda environmental sample clone HENBPVM09FN8VO1 cytochrome c oxidase 1-like gene, partial sequence; mitochondrial",97.778,,,,,,,,,Reliable
104-8714,"Arthropoda environmental sample clone HENBPVM09FUM911 cytochrome c oxidase 1-like gene, partial sequence; mitochondrial",97.812,,,,,,,,,Reliable
104-8714,"Arthropoda environmental sample clone HENBPVM09FUM911 cytochrome c oxidase 1-like gene, partial sequence; mitochondrial",97.112,,,,,,,,,Reliable
104-8714,"Arthropoda environmental sample clone HENBPVM09FPZRU1 cytochrome c oxidase 1-like gene, partial sequence; mitochondrial",98.101,,,,,,,,,Reliable
104-8714,"Arthropoda environmental sample clone HENBPVM09FPZRU1 cytochrome c oxidase 1-like gene, partial sequence; mitochondrial",97.802,,,,,,,,,Reliable
104-8714,"Arthropoda environmental sample clone HENBPVM09FNNKV1 cytochrome c oxidase 1-like gene, partial sequence; mitochondrial",97.5,,,,,,,,,Reliable
104-8714,"Arthropoda environmental sample clone HENBPVM09FUO8F1 cytochrome c oxidase 1-like gene, partial sequence; mitochondrial",97.771,,,,,,,,,Reliable
104-8714,"Arthropoda environmental sample clone HENBPVM09FUO8F1 cytochrome c oxidase 1-like gene, partial sequence; mitochondrial",97.786,,,,,,,,,Reliable
104-8714,"Arthropoda environmental sample clone HENBPVM09FLJMI1 cytochrome c oxidase 1-like gene, partial sequence; mitochondrial",98.639,,,,,,,,,Reliable
104-8714,"Arthropoda environmental sample clone HENBPVM09FLJMI1 cytochrome c oxidase 1-like gene, partial sequence; mitochondrial",98.008,,,,,,,,,Reliable
104-8714,"Arthropoda environmental sample clone HENBPVM09FSWC71 cytochrome c oxidase 1-like gene, partial sequence; mitochondrial",98.182,,,,,,,,,Reliable
104-8714,"Arthropoda environmental sample clone HENBPVM09FSWC71 cytochrome c oxidase 1-like gene, partial sequence; mitochondrial",97.414,,,,,,,,,Reliable
104-8714,"Arthropoda environmental sample clone HENBPVM09FNZ6317 cytochrome c oxidase 1-like gene, partial sequence; mitochondrial",98.298,,,,,,,,,Reliable
104-8714,"Arthropoda environmental sample clone HENBPVM09FNZ6317 cytochrome c oxidase 1-like gene, partial sequence; mitochondrial",97.396,,,,,,,,,Reliable
104-8714,"Arthropoda environmental sample clone HENBPVM09FTINM1 cytochrome c oxidase 1-like gene, partial sequence; mitochondrial",98.421,,,,,,,,,Reliable
104-8714,"Arthropoda environmental sample clone HENBPVM09FVI2Q1 cytochrome c oxidase 1-like gene, partial sequence; mitochondrial",100.0,,,,,,,,,Reliable
104-8714,"Arthropoda environmental sample clone HENBPVM09FVI2Q1 cytochrome c oxidase 1-like gene, partial sequence; mitochondrial",99.2,,,,,,,,,Reliable
1051-514,"Limnodrilus hoffmeisteri complex lineage X isolate CE1990 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial<>Limnodrilus hoffmeisteri complex lineage X isolate CE1992 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial<>Limnodrilus hoffmeisteri complex lineage X isolate CE4673 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial<>Limnodrilus hoffmeisteri complex lineage X isolate CE4674 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial<>Limnodrilus hoffmeisteri complex lineage X isolate CE9773 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",98.944,Annelida,Clitellata,Tubificida,Naididae,,,99.82,25.0,Reliable
1051-514,"Limnodrilus hoffmeisteri mitochondrial partial COI gene for cytochrome oxidase subunit 1, isolate 766_T18",98.768,Annelida,Clitellata,Tubificida,Naididae,,,99.82,25.0,Reliable
1051-514,"Limnodrilus hoffmeisteri mitochondrial partial COI gene for cytochrome oxidase subunit 1, isolate 764_T18",98.768,Annelida,Clitellata,Tubificida,Naididae,,,99.82,25.0,Reliable
1051-514,"Limnodrilus hoffmeisteri mitochondrial partial COI gene for cytochrome oxidase subunit 1, isolate 763_T18",98.768,Annelida,Clitellata,Tubificida,Naididae,,,99.82,25.0,Reliable
1051-514,"Limnodrilus hoffmeisteri mitochondrial partial COI gene for cytochrome oxidase subunit 1, isolate 990_T18",98.768,Annelida,Clitellata,Tubificida,Naididae,,,99.82,25.0,Reliable
1051-514,"Limnodrilus hoffmeisteri complex lineage X isolate CE3931 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial<>Limnodrilus hoffmeisteri complex lineage X isolate CE3932 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",98.768,Annelida,Clitellata,Tubificida,Naididae,,,99.82,25.0,Reliable
1051-514,"Limnodrilus hoffmeisteri complex lineage X isolate CE3124 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",98.768,Annelida,Clitellata,Tubificida,Naididae,,,99.82,25.0,Reliable
1051-514,"Limnodrilus hoffmeisteri complex lineage X isolate CE14185 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",98.592,Annelida,Clitellata,Tubificida,Naididae,,,99.82,25.0,Reliable
1051-514,"Limnodrilus hoffmeisteri mitochondrial partial COI gene for cytochrome oxidase subunit 1, isolate 1143_T18<>Limnodrilus hoffmeisteri complex lineage X isolate CE2886 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial<>Limnodrilus hoffmeisteri complex lineage X isolate CE6581 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial<>Limnodrilus hoffmeisteri complex lineage X isolate CE9019 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",98.592,Annelida,Clitellata,Tubificida,Naididae,,,99.82,25.0,Reliable
1051-514,"Limnodrilus hoffmeisteri complex lineage X isolate CE6575 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial<>Limnodrilus hoffmeisteri complex lineage X isolate CE14191 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",98.415,Annelida,Clitellata,Tubificida,Naididae,,,99.82,25.0,Reliable
1051-514,"Limnodrilus hoffmeisteri mitochondrial partial COI gene for cytochrome oxidase subunit 1, isolate 941_T18",98.923,Annelida,Clitellata,Tubificida,Naididae,,,99.82,25.0,Reliable
1051-514,"Limnodrilus hoffmeisteri mitochondrial partial COI gene for cytochrome oxidase subunit 1, isolate T18_169",98.413,Annelida,Clitellata,Tubificida,Naididae,,,99.82,25.0,Reliable
1051-514,"Limnodrilus hoffmeisteri complex lineage X isolate CE6577 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",98.239,Annelida,Clitellata,Tubificida,Naididae,,,99.82,25.0,Reliable
1051-514,"Limnodrilus hoffmeisteri complex lineage X isolate CE10613 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial<>Limnodrilus hoffmeisteri complex lineage X isolate CE10616 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",98.239,Annelida,Clitellata,Tubificida,Naididae,,,99.82,25.0,Reliable
1051-514,"Limnodrilus hoffmeisteri complex lineage X isolate CE10615 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",98.063,Annelida,Clitellata,Tubificida,Naididae,,,99.82,25.0,Reliable
1051-514,"Limnodrilus hoffmeisteri mitochondrial partial COI gene for cytochrome oxidase subunit 1, isolate 757_T18",98.063,Annelida,Clitellata,Tubificida,Naididae,,,99.82,25.0,Reliable
1051-514,"Limnodrilus hoffmeisteri complex lineage X isolate CE22883 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",98.063,Annelida,Clitellata,Tubificida,Naididae,,,99.82,25.0,Reliable
1051-514,"Limnodrilus hoffmeisteri mitochondrial partial COI gene for cytochrome oxidase subunit 1, isolate Sample 6, 598_T18",98.063,Annelida,Clitellata,Tubificida,Naididae,,,99.82,25.0,Reliable
1051-514,"Limnodrilus hoffmeisteri mitochondrial partial COI gene for cytochrome oxidase subunit 1, isolate Sample 1, 362_T19",98.063,Annelida,Clitellata,Tubificida,Naididae,,,99.82,25.0,Reliable
1051-514,"Limnodrilus hoffmeisteri mitochondrial partial COI gene for cytochrome oxidase subunit 1, isolate T18_342<>Limnodrilus hoffmeisteri mitochondrial partial COI gene for cytochrome oxidase subunit 1, isolate T18_264",98.06,Annelida,Clitellata,Tubificida,Naididae,,,99.82,25.0,Reliable
1051-514,"Limnodrilus hoffmeisteri mitochondrial partial COI gene for cytochrome oxidase subunit 1, isolate Sample 4, 467_T18",98.734,Annelida,Clitellata,Tubificida,Naididae,,,99.82,25.0,Reliable
1051-514,"Limnodrilus hoffmeisteri mitochondrial partial COI gene for cytochrome oxidase subunit 1, isolate 768_T18<>Limnodrilus hoffmeisteri mitochondrial partial COI gene for cytochrome oxidase subunit 1, isolate 769_T18",97.887,Annelida,Clitellata,Tubificida,Naididae,,,99.82,25.0,Reliable
1051-514,"Limnodrilus hoffmeisteri complex lineage X isolate CNAS4 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",97.887,Annelida,Clitellata,Tubificida,Naididae,,,99.82,25.0,Reliable
